Date,Value
2007/10/17,175.77
2007/10/18,94.25
2007/10/19,111
2007/10/20,87.52
2007/10/21,85.49
2007/10/22,91.91
2007/10/23,131.4
2007/10/24,157.74
2007/10/25,126.8
2007/10/26,173
2007/10/27,121.1
2007/10/28,45.26
2007/10/29,98.36
2007/10/30,102.52
2007/10/31,74.07
2007/11/1,81.31
2007/11/2,106.58
2007/11/3,125.05
2007/11/4,105.81
2007/11/5,149
2007/11/6,172.83
2007/11/7,93.31
2007/11/8,140
2007/11/9,121.16
2007/11/10,61.34
2007/11/11,56.96
2007/11/12,101.76
2007/11/13,87.67
2007/11/14,128.47
2007/11/15,94.64
2007/11/16,127.41
2007/11/17,83.89
2007/11/18,56.9
2007/11/19,63.13
2007/11/20,57.78
2007/11/21,32.92
2007/11/22,58.6
2007/11/23,118.9
2007/11/24,21.69
2007/11/25,62.96
2007/11/26,51.36
2007/11/27,108.19
2007/11/28,68.89
2007/11/29,57.43
2007/11/30,77.38
2007/12/1,75.07
2007/12/2,71.24
2007/12/3,56.93
2007/12/4,133.6
2007/12/5,183.72
2007/12/6,109.26
2007/12/7,104.27
2007/12/8,68.91
2007/12/9,100.65
2007/12/10,78.79
2007/12/11,119.51
2007/12/12,119.94
2007/12/13,89.02
2007/12/14,70.9
2007/12/15,64.73
2007/12/16,73.9
2007/12/17,86.97
2007/12/18,98.59
2007/12/19,105.27
2007/12/20,95.5
2007/12/21,64.53
2007/12/22,55.26
2007/12/23,56.79
2007/12/24,102.4
2007/12/25,125
2007/12/26,58.63
2007/12/27,105.97
2007/12/28,186.46
2007/12/29,116.41
2007/12/30,68.6
2007/12/31,87.29
2008/1/1,63.37
2008/1/2,95
2008/1/3,82.81
2008/1/4,87.35
2008/1/5,57.36
2008/1/6,65.04
2008/1/7,78.18
2008/1/8,84.46
2008/1/9,123.04
2008/1/10,104.03
2008/1/11,56.55
2008/1/12,57.78
2008/1/13,71.09
2008/1/14,90.81
2008/1/15,95.92
2008/1/16,94.73
2008/1/17,72.99
2008/1/18,47.15
2008/1/19,59.06
2008/1/20,79.29
2008/1/21,81.09
2008/1/22,83.23
2008/1/23,137.01
2008/1/24,88.51
2008/1/25,92.98
2008/1/26,83.14
2008/1/27,86.67
2008/1/28,89.24
2008/1/29,66.89
2008/1/30,36.6
2008/1/31,93.08
2008/2/1,99.69
2008/2/2,48.05
2008/2/3,44.34
2008/2/4,117.29
2008/2/5,99.18
2008/2/6,85.02
2008/2/7,52.54
2008/2/8,77.52
2008/2/9,59.54
2008/2/10,64.45
2008/2/11,89.34
2008/2/12,90.07
2008/2/13,102.62
2008/2/14,89.6
2008/2/15,114.53
2008/2/16,41.96
2008/2/17,45.63
2008/2/18,106.59
2008/2/19,114.23
2008/2/20,73.75
2008/2/21,83.1
2008/2/22,81.02
2008/2/23,89.87
2008/2/24,71.92
2008/2/25,83.67
2008/2/26,103.22
2008/2/27,67.13
2008/2/28,90.68
2008/2/29,81.01
2008/3/1,80.49
2008/3/2,105.67
2008/3/3,122.55
2008/3/4,160.11
2008/3/5,95.76
2008/3/6,113.23
2008/3/7,91.69
2008/3/8,85.42
2008/3/9,51.69
2008/3/10,64.74
2008/3/11,39.71
2008/3/12,99.56
2008/3/13,51.29
2008/3/14,89.45
2008/3/15,32.32
2008/3/16,51.18
2008/3/17,59.62
2008/3/18,80.57
2008/3/19,77.11
2008/3/20,38.26
2008/3/21,84.94
2008/3/22,71.09
2008/3/23,49.96
2008/3/24,98.03
2008/3/25,86.48
2008/3/26,74.51
2008/3/27,64.9
2008/3/28,84.06
2008/3/29,34.07
2008/3/30,77.46
2008/3/31,108.1
2008/4/1,60.84
2008/4/2,80.72
2008/4/3,68.01
2008/4/4,65.65
2008/4/5,47.25
2008/4/6,49.51
2008/4/7,81.08
2008/4/8,56.31
2008/4/9,86.85
2008/4/10,63.86
2008/4/11,83.41
2008/4/12,45.34
2008/4/13,66.06
2008/4/14,53.2
2008/4/15,47.03
2008/4/16,68.4
2008/4/17,77.84
2008/4/18,78.15
2008/4/19,56.63
2008/4/20,55.36
2008/4/21,80.53
2008/4/22,86.39
2008/4/23,107.75
2008/4/24,97.6
2008/4/25,66.31
2008/4/26,96.7
2008/4/27,74.34
2008/4/28,95.27
2008/4/29,70.55
2008/4/30,89.01
2008/5/1,90.46
2008/5/2,57.53
2008/5/3,64.85
2008/5/4,71.62
2008/5/5,42.08
2008/5/6,76.23
2008/5/7,89.17
2008/5/8,55.67
2008/5/9,87.25
2008/5/10,79.69
2008/5/11,83.55
2008/5/12,113.97
2008/5/13,90.2
2008/5/14,85.51
2008/5/15,60.12
2008/5/16,77.32
2008/5/17,49.56
2008/5/18,47.12
2008/5/19,47.78
2008/5/20,38.37
2008/5/21,78.65
2008/5/22,82.96
2008/5/23,88.38
2008/5/24,53.11
2008/5/25,52.58
2008/5/26,122.69
2008/5/27,83.48
2008/5/28,68.6
2008/5/29,74.76
2008/5/30,79.82
2008/5/31,72.66
2008/6/1,33.41
2008/6/2,73.61
2008/6/3,110.96
2008/6/4,76.47
2008/6/5,69.2
2008/6/6,114.23
2008/6/7,49.36
2008/6/8,54.08
2008/6/9,69.98
2008/6/10,77.04
2008/6/11,111.21
2008/6/12,69.71
2008/6/13,74.93
2008/6/14,114.86
2008/6/15,51.25
2008/6/16,96.88
2008/6/17,92.84
2008/6/18,82.58
2008/6/19,114.13
2008/6/20,130.37
2008/6/21,74.35
2008/6/22,54.63
2008/6/23,72.19
2008/6/24,164.26
2008/6/25,133.41
